Time load data,13.112
Before  pg_size_pretty 
----------------
 7894 kB
(1 row)
After  pg_size_pretty 
----------------
 1401 MB
(1 row)
2026-08-21 02:43:26.701,q1.sql,[(221636419,)],9.071010775864124,9.13017421811819,79176,[9.316305;9.052578;9.071011;9.182187;9.028790]
2026-08-21 02:43:29.309,q2.sql,[(1085627,)],0.5162057876586914,0.5174743577837944,86832,[0.524625;0.513925;0.516206;0.517094;0.515522]
2026-08-21 02:43:37.789,q3.sql,[(753570,)],1.6886774227023125,1.6909799546003341,56188,[1.684776;1.704869;1.676265;1.700313;1.688677]
2026-08-21 02:43:46.509,q4.sql,[(14836038,)],1.7344962060451508,1.7399296954274177,67856,[1.689546;1.839440;1.694154;1.734496;1.742012]
2026-08-21 02:43:52.146,q5.sql,[(13824510,)],1.1107210293412209,1.1231017842888833,76552,[1.110721;1.106207;1.106008;1.114402;1.178170]
2026-08-21 02:47:33.092,q6.sql,[(1668134320,)],44.164307564496994,44.18522729575634,68596,[44.279151;44.164308;44.141873;44.192281;44.148525]
2026-08-21 02:47:43.352,q7.sql,[(26190133,)],2.0513523668050766,2.047842118144035,99896,[2.053664;2.051352;2.041905;2.039453;2.052836]
2026-08-21 02:47:54.597,q8.sql,[(6907213,)],2.2449602484703064,2.2445332556962967,104144,[2.244960;2.253767;2.231330;2.257749;2.234860]
2026-08-21 02:56:33.252,q9.sql,[(1596153418,)],103.39706641435623,103.72659490555525,77868,[102.950445;104.501751;104.710039;103.397066;103.073673]
failure_rate,0.000%
