Time load data,19.318
Before  pg_size_pretty 
----------------
 7894 kB
(1 row)
After  pg_size_pretty 
----------------
 2083 MB
(1 row)
2026-08-21 02:46:31.780,q1.sql,[(817102702,)],40.68557317182422,41.61112949661911,187628,[45.116306;41.389224;40.467300;40.685573;40.397244]
2026-08-21 02:46:42.909,q2.sql,[(3340333,)],2.191200139001012,2.205573956295848,81148,[2.250419;2.186034;2.236945;2.163271;2.191200]
2026-08-21 02:47:27.396,q3.sql,[(3186204,)],8.867821428924799,8.890405735746025,109024,[8.853506;8.834007;8.867821;8.926631;8.970063]
2026-08-21 02:59:34.064,q4.sql,[(50077955,)],144.5740742199123,145.32685876823962,1084792,[143.202836;144.353666;144.574074;147.202590;147.301128]
2026-08-21 03:00:29.313,q5.sql,[(41626686,)],10.970028407871723,11.043622985482216,161760,[10.819554;10.970028;11.398011;10.943859;11.086662]
2026-08-21 03:13:36.151,q6.sql,[(6256964594,)],156.99175684340298,157.3615559849888,78948,[156.991757;160.267619;155.848032;156.295575;157.404796]
2026-08-21 03:15:01.860,q7.sql,[(85201127,)],17.18490183353424,17.135625077784063,167136,[17.184902;17.261793;17.157434;17.186914;16.887083]
2026-08-21 03:16:16.522,q8.sql,[(20801937,)],14.95577291585505,14.92565745227039,167116,[14.955773;14.772179;14.985349;14.806288;15.108698]
2026-08-21 03:46:36.455,q9.sql,[(6024450864,)],364.98523552902043,363.98003578335044,108828,[359.590553;360.001379;365.488283;369.834728;364.985236]
failure_rate,0.000%
